-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
72,72,72,72,72,72,72,72,72,72,72,72,72,72,-1,-1,72,72,72,72,72,-1,-1,-1,-1,-1,72,72,72,72
87,133,133,133,133,133,133,133,133,133,133,133,133,94,-1,-1,87,133,133,133,133,-1,-1,-1,-1,-1,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,88,72,72,88,133,133,133,133,-1,-1,-1,-1,-1,133,133,133,94
87,133,133,133,133,133,133,133,137,133,133,133,133,133,133,133,133,133,133,133,133,133,134,248,136,137,133,133,133,94
87,133,133,133,-1,-1,-1,-1,-1,133,133,133,133,133,133,133,133,133,133,133,133,-1,-1,-1,-1,-1,133,133,133,94
87,133,133,133,-1,-1,-1,-1,-1,133,133,133,133,133,133,133,133,133,133,133,133,-1,-1,-1,-1,-1,133,133,133,94
87,133,133,133,-1,-1,-1,-1,-1,133,133,133,133,133,133,133,133,133,133,133,133,-1,-1,-1,-1,-1,133,133,133,94
87,133,133,133,197,-1,-1,-1,133,133,133,133,133,133,133,133,133,133,133,133,133,197,-1,-1,-1,201,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,94
87,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,94
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
